Gene Name,Gene Symbol,Entrez Gene ID,Classification
tryptophan hydroxylase 1 (tryptophan 5-monooxygenase),TPH1,7166,Neurotransmitter
tryptophan hydroxylase 2,TPH2,121278,Neurotransmitter
"3'(2'), 5'-bisphosphate nucleotidase 1",BPNT1,10380,Nucleotide
calcium activated nucleotidase 1,CANT1,124583,Nucleotide
deoxycytidine kinase,DCK,1633,Nucleotide
ectonucleotide pyrophosphatase/phosphodiesterase 1,ENPP1,5167,Nucleotide
ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin),ENPP2,5168,Nucleotide
ectonucleotide pyrophosphatase/phosphodiesterase 3,ENPP3,5169,Nucleotide
ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function),ENPP4,22875,Nucleotide
ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function),ENPP5,59084,Nucleotide
ectonucleotide pyrophosphatase/phosphodiesterase 6,ENPP6,133121,Nucleotide
ectonucleotide pyrophosphatase/phosphodiesterase 7,ENPP7,339221,Nucleotide
ectonucleoside triphosphate diphosphohydrolase 1,ENTPD1,953,Nucleotide
ectonucleoside triphosphate diphosphohydrolase 2,ENTPD2,954,Nucleotide
ectonucleoside triphosphate diphosphohydrolase 3,ENTPD3,956,Nucleotide
ectonucleoside triphosphate diphosphohydrolase 4,ENTPD4,9583,Nucleotide
ectonucleoside triphosphate diphosphohydrolase 5,ENTPD5,957,Nucleotide
ectonucleoside triphosphate diphosphohydrolase 6 (putative function),ENTPD6,955,Nucleotide
ectonucleoside triphosphate diphosphohydrolase 7,ENTPD7,57089,Nucleotide
ectonucleoside triphosphate diphosphohydrolase 8,ENTPD8,377841,Nucleotide
inosine triphosphatase (nucleoside triphosphate pyrophosphatase),ITPA,3704,Nucleotide
"non-metastatic cells 1, protein (NM23A) expressed in",NME1,4830,Nucleotide
"non-metastatic cells 2, protein (NM23A) expressed in",NME2,4831,Nucleotide
"non-metastatic cells 3, protein expressed in",NME3,4832,Nucleotide
"non-metastatic cells 4, protein expressed in",NME4,4833,Nucleotide
"non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)",NME5,8382,Nucleotide
"non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)",NME6,10201,Nucleotide
"non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)",NME7,29922,Nucleotide
"5', 3'-nucleotidase, cytosolic",NT5C,30833,Nucleotide
"5'-nucleotidase, cytosolic IA",NT5C1A,84618,Nucleotide
"5'-nucleotidase, cytosolic IB",NT5C1B,93034,Nucleotide
"5'-nucleotidase, cytosolic II",NT5C2,22978,Nucleotide
"5'-nucleotidase, cytosolic III",NT5C3,51251,Nucleotide
"5'-nucleotidase, cytosolic III-like",NT5C3L,115024,Nucleotide
5'-nucleotidase domain containing 1,NT5DC1,221294,Nucleotide
5'-nucleotidase domain containing 2,NT5DC2,64943,Nucleotide
5'-nucleotidase domain containing 3,NT5DC3,51559,Nucleotide
5'-nucleotidase domain containing 4,NT5DC4,284958,Nucleotide
"5'-nucleotidase, ecto (CD73)",NT5E,4907,Nucleotide
"5',3'-nucleotidase, mitochondrial",NT5M,56953,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 1,NUDT1,4521,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 10,NUDT10,170685,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 11,NUDT11,55190,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 12,NUDT12,83594,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 13,NUDT13,25961,Nucleotide
Nudix (nucleoside diphosphate linked moiety X)-type motif 14,NUDT14,256281,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 15,NUDT15,55270,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 16,NUDT16,131870,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1,NUDT16L1,84309,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 17,NUDT17,200035,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 18,NUDT18,79873,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 19,NUDT19,390916,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 2,NUDT2,318,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 21,NUDT21,11051,Nucleotide
Nudix (nucleoside diphosphate linked moiety X)-type motif 22,NUDT22,84304,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 3,NUDT3,11165,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 4,NUDT4,11163,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 5,NUDT5,11164,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 6,NUDT6,11162,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 7,NUDT7,283927,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 8,NUDT8,254552,Nucleotide
nudix (nucleoside diphosphate linked moiety X)-type motif 9,NUDT9,53343,Nucleotide
ribonucleotide reductase M1 polypeptide,RRM1,6240,Nucleotide
ribonucleotide reductase M2 polypeptide,RRM2,6241,Nucleotide
ribonucleotide reductase M2 B (TP53 inducible),RRM2B,50484,Nucleotide
"TDP-glucose 4,6-dehydratase",TGDS,23483,Nucleotide Sugar
UDP-glucose dehydrogenase,UGDH,7358,Nucleotide Sugar
UDP-glucuronate decarboxylase 1,UXS1,80146,Nucleotide Sugar
APOBEC1 complementation factor,A1CF,29974,Other
ACN9 homolog (S. cerevisiae),ACN9,57001,Other
acyloxyacyl hydrolase (neutrophil),AOAH,313,Other
N-acylaminoacyl-peptide hydrolase,APEH,327,Other
arsenic (+3 oxidation state) methyltransferase,AS3MT,57412,Other
biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen),BPHL,670,Other
carboxymethylenebutenolidase homolog (Pseudomonas),CMBL,134147,Other
carnosine dipeptidase 1 (metallopeptidase M20 family),CNDP1,84735,Other
CNDP dipeptidase 2 (metallopeptidase M20 family),CNDP2,55748,Other
DDHD domain containing 1,DDHD1,80821,Other
DDHD domain containing 2,DDHD2,23259,Other
enolase-phosphatase 1,ENOPH1,58478,Other
enolase superfamily member 1,ENOSF1,55556,Other
eosinophil peroxidase,EPX,8288,Other
esterase D/formylglutathione hydrolase,ESD,2098,Other
frataxin,FXN,2395,Other
glycerophosphodiester phosphodiesterase domain containing 1,GDPD1,284161,Other
glycerophosphodiester phosphodiesterase domain containing 2,GDPD2,54857,Other
glycerophosphodiester phosphodiesterase domain containing 3,GDPD3,79153,Other
glycerophosphodiester phosphodiesterase domain containing 4,GDPD4,220032,Other
glycerophosphodiester phosphodiesterase domain containing 5,GDPD5,81544,Other
glycine-N-acyltransferase,GLYAT,10249,Other
glycine-N-acyltransferase-like 1,GLYATL1,92292,Other
glycine-N-acyltransferase-like 2,GLYATL2,219970,Other
glycine N-methyltransferase,GNMT,27232,Other
histidine acid phosphatase domain containing 1,HISPPD1,23262,Other
histidine acid phosphatase domain containing 2A,HISPPD2A,9677,Other
isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae),IAH1,285148,Other
lipoic acid synthetase,LIAS,11019,Other
lipoyltransferase 1,LIPT1,51601,Other
MOCO sulphurase C-terminal domain containing 1,MOSC1,64757,Other
MOCO sulphurase C-terminal domain containing 2,MOSC2,54996,Other
myeloperoxidase,MPO,4353,Other
nitrilase 1,NIT1,4817,Other
"nitrilase family, member 2",NIT2,56954,Other
peptidylglycine alpha-amidating monooxygenase,PAM,5066,Other
paraoxonase 1,PON1,5444,Other
paraoxonase 2,PON2,5445,Other
paraoxonase 3,PON3,5446,Other
pyrophosphatase (inorganic) 1,PPA1,5464,Other
pyrophosphatase (inorganic) 2,PPA2,27068,Other
phosphotriesterase related,PTER,9317,Other
thioesterase superfamily member 2,THEM2,55856,Other
thioesterase superfamily member 4,THEM4,117145,Other
thioesterase superfamily member 5,THEM5,284486,Other
UEV and lactate/malate dehyrogenase domains,UEVLD,55293,Other
WW domain containing oxidoreductase,WWOX,51741,Other
glycolipid transfer protein,GLTP,51228,Other
"Cystinosis, nephropathic",CTNS,1497,Other Transport
Disrupted in renal carcinoma 2,DIRC2,84925,Other Transport
Feline leukemia virus subgroup C cellular receptor 1,FLVCR1,28982,Other Transport
"Feline leukemia virus subgroup C cellular receptor family, member 2",FLVCR2,55640,Other Transport
Mitochondrial carrier triple repeat 1,MCART1,92014,Other Transport
Mitochondrial carrier triple repeat 2,MCART2,147407,Other Transport
Mitochondrial carrier triple repeat 6,MCART6,401612,Other Transport
Major Facilitator Superfamily Domain Containing 1,MFSD1,64747,Other Transport
Major Facilitator Superfamily Domain Containing 10,MFSD10,10227,Other Transport
Major Facilitator Superfamily Domain Containing 11,MFSD11,79157,Other Transport
Major Facilitator Superfamily Domain Containing 2,MFSD2,84879,Other Transport
Major Facilitator Superfamily Domain Containing 3,MFSD3,113655,Other Transport
Major Facilitator Superfamily Domain Containing 4,MFSD4,148808,Other Transport
Major Facilitator Superfamily Domain Containing 5,MFSD5,84975,Other Transport
Major Facilitator Superfamily Domain Containing 7,MFSD7,84179,Other Transport
Major Facilitator Superfamily Domain Containing 8,MFSD8,256471,Other Transport
Major Facilitator Superfamily Domain Containing 9,MFSD9,84804,Other Transport
organic solute transporter alpha,OSTalpha,200931,Other Transport
organic solute transporter beta,OSTbeta,123264,Other Transport
stimulated by retinoic acid gene 6 homolog (mouse),STRA6,64220,Other Transport
"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",TAP1,6890,Other Transport
"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",TAP2,6891,Other Transport
Transmembrane and coiled-coil domains 3,TMCO3,55002,Other Transport
Transmembrane protein 104,TMEM104,54868,Other Transport
two pore segment channel 1,TPCN1,53373,Other Transport
Two pore segment channel 2,TPCN2,219931,Other Transport
2-deoxyribose-5-phosphate aldolase homolog (C. elegans),DERA,51071,Pentose Phosphate
glucose-6-phosphate dehydrogenase,G6PD,2539,Pentose Phosphate
phosphogluconate dehydrogenase,PGD,5226,Pentose Phosphate
6-phosphogluconolactonase,PGLS,25796,Pentose Phosphate
ribulose-5-phosphate-3-epimerase,RPE,6120,Pentose Phosphate
ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase),RPIA,22934,Pentose Phosphate
transaldolase 1,TALDO1,6888,Pentose Phosphate
transketolase (Wernicke-Korsakoff syndrome),TKT,7086,Pentose Phosphate
transketolase-like 1,TKTL1,8277,Pentose Phosphate
transketolase-like 2,TKTL2,84076,Pentose Phosphate
"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)",DCT,1638,Pigment
D-dopachrome tautomerase,DDT,1652,Pigment
tyrosinase (oculocutaneous albinism IA),TYR,7299,Pigment
tyrosinase-related protein 1,TYRP1,7306,Pigment
alpha-methylacyl-CoA racemase,AMACR,23600,Polyamine
adenosylmethionine decarboxylase 1,AMD1,262,Polyamine
methylthioadenosine phosphorylase,MTAP,4507,Polyamine
ornithine decarboxylase 1,ODC1,4953,Polyamine
polyamine oxidase (exo-N4-amino),PAOX,196743,Polyamine
spermidine/spermine N1-acetyltransferase 1,SAT1,6303,Polyamine
spermidine/spermine N1-acetyltransferase family member 2,SAT2,112483,Polyamine
spermidine/spermine N1-acetyl transferase-like 1,SATL1,340562,Polyamine
spermine oxidase,SMOX,54498,Polyamine
spermine synthase,SMS,6611,Polyamine
spermidine synthase,SRM,6723,Polyamine
"aminolevulinate, delta-, dehydratase",ALAD,210,Porphyrin
"aminolevulinate, delta-, synthase 1",ALAS1,211,Porphyrin
"aminolevulinate, delta-, synthase 2 (sideroblastic/hypochromic anemia)",ALAS2,212,Porphyrin
Biliverdin reductase A,BLVRA,644,Porphyrin
biliverdin reductase B (flavin reductase (NADPH)),BLVRB,645,Porphyrin
coproporphyrinogen oxidase,CPOX,1371,Porphyrin
ferrochelatase (protoporphyria),FECH,2235,Porphyrin
hydroxymethylbilane synthase,HMBS,3145,Porphyrin
heme oxygenase (decycling) 1,HMOX1,3162,Porphyrin
heme oxygenase (decycling) 2,HMOX2,3163,Porphyrin
protoporphyrinogen oxidase,PPOX,5498,Porphyrin
uroporphyrinogen decarboxylase,UROD,7389,Porphyrin
uroporphyrinogen III synthase (congenital erythropoietic porphyria),UROS,7390,Porphyrin
"aldehyde dehydrogenase 4 family, member A1",ALDH4A1,8659,Proline
proline dehydrogenase (oxidase) 1,PRODH,5625,Proline
proline dehydrogenase (oxidase) 2,PRODH2,58510,Proline
pyrroline-5-carboxylate reductase 1,PYCR1,5831,Proline
"pyrroline-5-carboxylate reductase family, member 2",PYCR2,29920,Proline
pyrroline-5-carboxylate reductase-like,PYCRL,65263,Proline
methylmalonyl CoA epimerase,MCEE,84693,Propanoate
methylmalonyl Coenzyme A mutase,MUT,4594,Propanoate
"propionyl Coenzyme A carboxylase, alpha polypeptide",PCCA,5095,Propanoate
"Propionyl Coenzyme A carboxylase, beta polypeptide",PCCB,5096,Propanoate
"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1",ATP5A1,498,Proton Transport
"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit",ATP5B,506,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",ATP5C1,509,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 2",ATP5C2,56689,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",ATP5D,513,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",ATP5E,514,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1",ATP5F1,515,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1",ATP5G1,516,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 2",ATP5G2,517,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 3",ATP5G3,518,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d",ATP5H,10476,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit E",ATP5I,521,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F",ATP5J,522,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f, isoform 2",ATP5J2,9551,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g",ATP5L,10632,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G2",ATP5L2,267020,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",ATP5O,539,Proton Transport
"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s",ATP5S,27109,Proton Transport
ATP5S-like,ATP5SL,55101,Proton Transport
mitochondrially encoded ATP synthase 6,ATP6,4508,Proton Transport
"ATPase, H+ transporting, lysosomal accessory protein 1",ATP6AP1,537,Proton Transport
"ATPase, H+ transporting, lysosomal accessory protein 2",ATP6AP2,10159,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit A1",ATP6V0A1,535,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit A2",ATP6V0A2,23545,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit A4",ATP6V0A4,50617,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit B",ATP6V0B,533,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit C",ATP6V0C,527,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit D1",ATP6V0D1,9114,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit D2",ATP6V0D2,245972,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit E",ATP6V0E1,8992,Proton Transport
"ATPase, H+ transporting, lysosomal V0 subunit E2",ATP6V0E2,155066,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit A",ATP6V1A,523,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit B1",ATP6V1B1,525,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit B2",ATP6V1B2,526,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit C1",ATP6V1C1,528,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit C2",ATP6V1C2,245973,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit D",ATP6V1D,51382,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit E1",ATP6V1E1,529,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit E2",ATP6V1E2,90423,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit F",ATP6V1F,9296,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit G1",ATP6V1G1,9550,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit G2",ATP6V1G2,534,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit G3",ATP6V1G3,127124,Proton Transport
"ATPase, H+ transporting, lysosomal V1 subunit H",ATP6V1H,51606,Proton Transport
hydrogen voltage-gated channel 1,HVCN1,84329,Proton Transport
"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",TCIRG1,10312,Proton Transport
"uncoupling protein 1 (mitochondrial, proton carrier)",UCP1,7350,Proton Transport
"uncoupling protein 2 (mitochondrial, proton carrier)",UCP2,7351,Proton Transport
"uncoupling protein 3 (mitochondrial, proton carrier)",UCP3,7352,Proton Transport
adenosine deaminase,ADA,100,Purine
Adenosine deaminase domain containing 1 (testis-specific),ADAD1,132612,Purine
adenosine deaminase domain containing 2,ADAD2,161931,Purine
adenosine deaminase-like,ADAL,161823,Purine
adenosine kinase,ADK,132,Purine
adenylosuccinate lyase,ADSL,158,Purine
Adenylosuccinate synthase,ADSS,159,Purine
adenylosuccinate synthase like 1,ADSSL1,122622,Purine
adenylate kinase 1,AK1,203,Purine
adenylate kinase 2,AK2,204,Purine
adenylate kinase 3,AK3,50808,Purine
adenylate kinase 3-like 1,AK3L1,205,Purine
adenylate kinase 5,AK5,26289,Purine
adenylate kinase 7,AK7,122481,Purine
adenosine monophosphate deaminase 1 (isoform M),AMPD1,270,Purine
adenosine monophosphate deaminase 2 (isoform L),AMPD2,271,Purine
adenosine monophosphate deaminase (isoform E),AMPD3,272,Purine
adenine phosphoribosyltransferase,APRT,353,Purine
5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ATIC,471,Purine
"cat eye syndrome chromosome region, candidate 1",CECR1,51816,Purine
deoxyguanosine kinase,DGUOK,1716,Purine
Fragile histidine triad gene,FHIT,2272,Purine
"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",GART,2618,Purine
guanine deaminase,GDA,9615,Purine
guanosine monophosphate reductase,GMPR,2766,Purine
guanosine monophosphate reductase 2,GMPR2,51292,Purine
guanine monphosphate synthetase,GMPS,8833,Purine
guanylate kinase 1,GUK1,2987,Purine
Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome),HPRT1,3251,Purine
IMP (inosine monophosphate) dehydrogenase 1,IMPDH1,3614,Purine
IMP (inosine monophosphate) dehydrogenase 2,IMPDH2,3615,Purine
nucleoside phosphorylase,NP,4860,Purine
"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",PAICS,10606,Purine
phosphoribosylformylglycinamidine synthase (FGAR amidotransferase),PFAS,5198,Purine
phosphoribosyl pyrophosphate amidotransferase,PPAT,5471,Purine
phosphoribosyl pyrophosphate synthetase 1,PRPS1,5631,Purine
phosphoribosyl pyrophosphate synthetase 1-like 1,PRPS1L1,221823,Purine
phosphoribosyl pyrophosphate synthetase 2,PRPS2,5634,Purine
Phosphoribosyl pyrophosphate synthetase-associated protein 1,PRPSAP1,5635,Purine
phosphoribosyl pyrophosphate synthetase-associated protein 2,PRPSAP2,5636,Purine
xanthine dehydrogenase,XDH,7498,Purine
"Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,790,Pyrimidine
